Index	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
T30244737	0.471181161	0.473012934	0.683105375	0.15521078	7645	6143	3520	-1167	-6924	-9744891524	-7494347419	9809610430	6736058714	-5695368041	3/10/1986	12/29/1985	1	1	337	19	1	5
T30244738	0.306594059	0.455714352	0.465621841	0.965128201	1741	3161	-25	5073	4163	-5102962184	3315087554	-3030866802	-8383681210	1790501662	4/28/1991	6/29/1991	1	1	402	562	11	1
T30244739	0.762660852	0.949050344	0.819787546	0.963980668	557	6923	-2303	-8168	-9066	1992290083	-9248233852	8619685400	-5579814907	3848784536	11/15/1992	8/13/1992	2	1	703	497	2	7
T30244740	0.492286007	0.017327987	0.465894035	0.407483357	-7456	-7106	5285	-5861	7299	-5025642765	-4754936399	-962298209	-3904119710	4166673477	7/17/1997	11/29/1992	1	1	215	248	1	2
T30244741	0.549221173	0.37201328	0.125503865	0.352631582	-4680	4505	9118	-9295	6933	-7766742524	4970822327	2425750081	8092217169	-5237225199	11/21/1982	4/29/1987	1	1	424	22	5	5
T30244742	0.690412765	0.014477942	0.935409932	0.362404073	8548	8054	1088	-8268	-9296	-2452271126	7431334463	3097381915	-3319058975	-5496104277	5/1/1989	9/7/1992	1	4	2	806	5	14
T30244743	0.898535555	0.563998415	0.087315903	0.122697482	-2392	3420	9567	3249	4170	493608091	-1556470175	7601357863	-8680860984	526915481	10/27/1989	9/12/1994	2	2	709	710	7	6
T30244744	0.43391751	0.987446274	0.949529914	0.999116674	-732	6638	-1320	-2986	5534	4945284332	7443103696	2056046796	82995445	6474224911	9/9/1989	3/5/1991	1	1	368	437	4	6
T30244745	0.524828546	0.401907065	0.816669949	0.256213004	1811	1607	3651	5939	9413	-5991373732	7063903644	5158352992	2258261904	-3437802948	7/6/1979	5/21/1989	1	1	70	262	5	10
T30244746	0.082165036	0.340763894	0.848898997	0.419995644	5815	3069	2560	-176	-7501	5415098473	-4743640491	-3392105851	1450517081	5120924986	11/17/1992	7/7/1990	3	1	754	174	1	4
T30244747	0.946993103	0.340630636	0.968109475	0.74048218	2558	2264	-8042	-1215	1919	-6418492721	6216085298	1317307029	-3231586681	3287574815	6/12/1988	10/8/1987	1	1	266	9	6	8
T30244748	0.115830959	0.420285438	0.298962801	0.321937895	2761	9849	-7436	4523	-5926	6713375974	-4021806810	5820968365	4609048095	5500593432	7/11/1993	12/24/1995	1	1	409	174	4	19
T30244749	0.814924961	0.078172108	0.15913764	0.10348343	-805	-8372	-1043	9579	4076	-2075568536	-2311764114	7903330315	-2357836002	2370264756	5/23/1982	1/3/1992	1	1	496	334	5	1
T30244750	0.873265497	0.27515374	0.185444509	0.990981113	-5019	5934	-6278	7076	8642	-781523336	-9852784143	-8664429390	6970694892	7799139553	7/31/1987	8/2/1991	2	1	702	502	9	1
T30244751	0.604171224	0.9794872	0.16745129	0.868648086	-6338	1082	9529	3467	6378	3016339779	-7031230128	-8944535373	-8091772617	3490038456	6/24/1988	2/7/1989	1	1	472	181	1	21
T30244752	0.581090571	0.996593137	0.673496658	0.815494859	2851	451	-7329	6377	-8690	-6259600564	1580768588	-5708993170	-638023405	-9419788144	9/23/1986	2/29/1996	1	1	280	130	12	1
T30244753	0.283130541	0.820557827	0.004548969	0.804383976	497	3763	2026	-8182	655	-9305452604	-3575401830	-3997108542	-1179877494	3725031625	1/8/1986	9/2/1987	2	1	702	244	1	6
T30244754	0.771876078	0.578196289	0.995544711	0.884814373	7460	-4071	-8104	396	2323	2244260238	4603874167	-7570965413	-2002706720	-195913040	11/12/1983	9/18/1993	1	1	141	195	21	11
T30244755	0.251581182	0.839741657	0.165541096	0.306450142	-8954	2705	7098	-4450	3254	-9024666765	-6736922165	7947362536	260100037	8877724829	6/7/1988	4/1/1988	1	1	323	539	1	9
T30244756	0.053580758	0.499343704	0.787134825	0.102618938	-6358	1322	-3988	-9303	-1394	512678125	-4763836360	1958606265	-2704529458	-6099797573	11/29/1982	10/2/1991	1	1	364	209	9	11
T30244757	0.381327876	0.226462174	0.352259947	0.204262201	2184	1272	4879	-4934	-4206	-3837419353	9297820704	-7516532483	-9564953529	3889961825	3/13/1987	2/2/1991	3	2	766	710	14	1
T30244758	0.21639661	0.272603172	0.885834915	0.437121439	-5088	1715	-617	668	-806	7707204854	580403036	-4616204241	-3213229229	-2714957691	11/22/1990	9/28/1987	1	1	332	587	6	1
T30244759	0.942750025	0.862493601	0.479625737	0.795217901	-6031	4006	-4971	778	-4938	5382061787	-8926539711	-8469696028	-7350223093	3226773569	12/15/1990	5/22/1992	1	1	168	558	1	1
T30244760	0.043919065	0.195961686	0.488708493	0.392948372	7799	4619	6582	2701	8297	-659004797	-8358397178	-6549443212	-2832678117	5857120755	12/18/1991	10/29/1992	1	1	452	467	21	11
T30244761	0.199979662	0.682260976	0.253731817	0.816053472	-302	4560	-2326	7538	2075	316685682	-3283280790	997531863	-5417426654	-3173142249	7/11/1983	5/18/1986	1	1	119	127	1	11
T30244762	0.834876616	0.270437015	0.641694224	0.693462403	8463	3340	9987	-3396	-5748	-7235001116	2466718249	4519553592	-1887688220	8785490043	10/2/1990	6/29/1987	1	1	265	424	4	1
T30244763	0.866955548	0.187627813	0.455485644	0.403882444	-8560	-9207	3514	-2235	-2919	-6924645319	-8648834137	9455066550	-9660133444	3851660776	6/27/1987	2/18/1989	1	1	418	55	3	1
T30244764	0.849172921	0.049137443	0.688488712	0.292692876	-7180	2609	-2086	364	1332	2673909029	5659862404	-3513428315	-8162913886	5307331575	12/25/1988	6/21/1987	1	2	21	706	14	3
T30244765	0.530043721	0.049102442	0.159274371	0.166373603	-3504	-5018	5762	7297	-7329	-9539772295	6848576962	2596622447	3249255488	-1947972677	8/1/1978	9/27/1992	1	1	3	406	1	10
T30244766	0.929134805	0.438586089	0.834593637	0.779904873	-849	-1004	-3748	-3631	-3241	635352443	3734249803	3752666896	-1226760044	-5916610775	1/20/1993	2/25/1990	1	1	28	73	1	18
T30244767	0.056821062	0.606062604	0.181201452	0.598217472	442	-7276	-1265	-6443	-5141	5289310365	5841254475	-8621227943	-10809579	6977066875	3/10/1990	8/26/1989	1	1	235	12	1	20
T30244768	0.763934227	0.978209707	0.915180487	0.155170304	-5448	-5465	1707	8304	-8773	115815597	-6545863995	-5620891947	6274025693	2297423386	10/29/1990	5/21/1996	1	2	322	704	21	7
T30244769	0.469953952	0.51784218	0.242338518	0.279753321	-8652	-2116	8698	-8403	-7407	294828012	-5017046767	4188630041	4738149490	2192795572	12/14/1991	12/31/1983	1	1	294	212	1	1
T30244770	0.854850014	0.357639374	0.001172003	0.619845392	6417	-6673	9648	-3442	-8443	6630239799	-9170840094	-8438733364	-755241289	2880885340	7/20/1987	6/12/1986	1	2	93	703	1	3
T30244771	0.126539782	0.540692753	0.791477499	0.932384734	3624	-8200	3587	5581	7329	-5362707280	-4156931499	9648253016	2125131490	-7617093040	11/15/1986	8/19/1990	1	1	401	303	1	1
T30244772	0.994236067	0.448112402	0.308897437	0.563650488	4586	5312	3752	9933	1040	13533958	-9967412392	-1660984137	-1663781220	-9372013716	5/27/1995	7/27/1990	1	1	235	170	1	9
T30244773	0.828421143	0.609417847	0.261268473	0.707109526	191	7130	920	-9577	1571	7658127472	-2532589264	-5611139190	313673626	3367027411	6/19/1987	4/24/1992	1	1	358	67	21	1
T30244774	0.395434585	0.991392966	0.074965565	0.319044009	-2827	7319	1214	6805	-3948	1344127689	6645372324	-2872156176	2159506673	7692601893	6/24/1990	1/6/1988	1	1	491	292	2	6
T30244775	0.483556437	0.203990611	0.929800438	0.093696555	7732	-9613	4514	-4517	9267	-889810597	-9107047597	7188258083	2533038865	-7639311673	9/2/1978	6/2/1988	2	1	701	521	1	1
T30244776	0.497153593	0.777469733	0.016540801	0.961718075	4925	-7798	-861	8185	2987	-7985606820	-8396337682	3299614325	-3748651977	-4771224699	5/11/1988	9/2/1989	1	1	360	566	7	5
T30244777	0.119567502	0.85776596	0.034140792	0.048909478	-9469	8563	6110	8626	-2874	7479104248	-5301332555	-9745252788	1785045310	6144681189	3/14/1990	11/15/1991	1	1	110	464	11	1
T30244778	0.235248366	0.250160797	0.232665129	0.160672468	787	-9136	-4832	5256	-4646	5362047627	9997224718	-7085964672	-9844656820	-2100381971	11/11/1986	5/20/1991	1	1	561	444	1	6
T30244779	0.872002935	0.197412132	0.245207826	0.704158601	-4119	3213	206	-2341	-7408	8840219842	-6244243417	4907029151	-842099732	5246679155	6/20/1984	6/19/1994	2	1	707	211	6	1
T30244780	0.479267236	0.976660104	0.141226847	0.771250745	3944	-7129	-8761	3523	-4004	1442710855	-3134254861	8491816379	-1842285933	9320254607	8/28/1984	7/27/1991	1	1	401	249	1	2
T30244781	0.583709825	0.942862427	0.069638122	0.840832381	-275	2865	2970	7210	-6299	7764481852	-5742695754	-7844959481	-7144037469	-6168865003	7/7/1991	10/14/1995	1	1	577	211	2	2
T30244782	0.494363874	0.304098334	0.714112105	0.345168165	-2401	-7167	-8268	-8024	-3765	-2243390137	-7912568799	6147203294	9134530322	-1382418412	11/21/1990	12/4/1992	2	1	708	399	3	2
T30244783	0.495409506	0.207786632	0.819262019	0.269272344	-8826	3449	5598	-7639	808	-2225078335	6025942407	6658379158	-4228726164	-371004026	10/2/1987	6/30/1991	1	1	81	566	2	1
T30244784	0.439552899	0.465700959	0.10833664	0.050730511	2423	2747	3968	-4180	9087	5707616409	4698601345	4539514465	1484634612	-7381289168	12/30/1987	3/7/1989	1	1	218	17	1	1
T30244785	0.355169657	0.018930441	0.325874499	0.97098778	-6952	-628	-4544	7141	-7207	6619008493	6265681019	1755746141	-7174941431	-3786689505	3/9/1985	1/5/1994	1	1	134	226	2	11
T30244786	0.881188425	0.417370055	0.736711504	0.088864274	-387	9601	8515	7500	-8122	-4936033177	7109843943	-5945524978	6058347248	9249257689	4/18/1993	9/23/1988	1	1	586	416	1	1
T30244787	0.59743287	0.424793296	0.839498307	0.246156085	-2535	4727	3057	2599	6311	4667862661	1405667082	-1337680152	-9316683053	2419892073	1/30/1984	3/15/1991	1	1	414	454	21	1
T30244788	0.274654753	0.389089539	0.042447696	0.506413941	-8127	-4052	-6784	3294	-6359	-4576941084	-9582162639	-7334186456	6776978791	1626609918	2/16/1990	8/29/1988	1	1	339	1	1	1
T30244789	0.462261126	0.246780144	0.999160279	0.860813541	602	8154	5308	-4955	1843	6657324766	-6569526431	5972374639	5077833812	-123696278	10/7/1987	12/5/1996	1	6	57	901	7	4
T30244790	0.70883824	0.668569818	0.206298404	0.836793913	-4072	-8964	-7387	3176	7649	-1554865090	-5819323496	1977330877	9241874360	5514558858	4/15/1984	7/28/1990	1	1	377	1	1	8
T30244791	0.674469149	0.829839213	0.36994149	0.902214797	1919	-2304	3472	-6438	-4438	6387150141	6215463352	-1719476258	3499855435	-757440889	8/4/1991	10/20/1986	1	1	88	498	1	8
T30244792	0.87803596	0.788764691	0.881934834	0.071940114	-8099	1961	-9563	-685	-8437	-7978038906	-903272855	2003376489	-4316265531	-9683545931	9/6/1985	10/25/1989	4	1	808	300	9	5
T30244793	0.276674343	0.614101076	0.321658177	0.764803578	5860	-1184	2304	-2844	41	-1178924156	-9430745006	-5837652818	954969503	5574746191	8/28/1985	12/9/1987	1	1	375	488	1	4
T30244794	0.575286568	0.761080983	0.592231217	0.301816862	-7348	5995	6592	-9531	-4142	2195150455	2087658391	-2154941467	4149511072	1322276042	12/12/1991	2/7/1996	2	1	704	218	8	1
T30244795	0.206016864	0.201079421	0.222681715	0.425774794	-8592	-2606	-3912	-5634	-2372	-7524818871	-3811855016	1652067474	7192478806	7894830825	3/30/1997	11/8/1989	6	1	901	518	8	1
T30244796	0.765768424	0.642760861	0.833067737	0.884391468	-2884	-9738	4517	-4480	-3353	-8604221079	5771935652	7129906365	-7504973644	8472064499	11/30/1981	8/16/1991	1	2	457	709	1	1
T30244797	0.435436607	0.213452939	0.365354268	0.042501805	-3122	-517	-9685	78	-1671	1389556915	434104428	2635099287	3045276636	1405802499	6/25/1988	5/20/1991	1	1	104	213	2	2
T30244798	0.155803827	0.458949495	0.450842422	0.190136681	-5776	-1472	3133	5164	-9776	3009879693	-8749161755	3920455564	7677005244	-5819736788	3/16/1990	6/15/1987	2	1	703	536	2	3
T30244799	0.749107637	0.16801108	0.051106454	0.528398866	9931	-6290	-8616	553	-6599	4504792619	5294909136	3830114203	5275686431	9221890006	4/5/1994	5/15/1990	1	1	41	415	9	5
T30244800	0.040123688	0.440846948	0.983245698	0.450798395	8970	6367	-4695	-4111	5602	6702026931	-681746477	7960317024	8531958380	1022167810	6/9/1986	2/23/1992	1	1	192	166	7	1
T30244801	0.05521252	0.601567163	0.770253669	0.862563388	-1650	-7085	-927	9452	-787	146017751	-7786908766	995082851	-3791577413	-1738193708	6/29/1982	2/28/1994	1	1	32	114	1	21
T30244802	0.818764483	0.523772927	0.069511169	0.409278814	-6995	-8537	-8627	-3717	-6871	-2692208343	7444477764	-9064743391	-6243544931	-2235128984	8/9/1985	8/10/1993	2	1	710	261	3	1
T30244803	0.84613669	0.525653543	0.107318945	0.216935026	3936	-3788	-7919	5475	7074	1058979748	-2676213269	7947705936	761931168	8771881601	7/28/1987	4/19/1993	1	1	352	467	2	21
T30244804	0.134916173	0.596238549	0.424139952	0.658171543	-3406	-785	-6554	-4247	4891	-5249566533	5547958822	-7022911652	-5862582056	-5603565463	2/18/1987	9/11/1990	1	1	250	305	10	5
T30244805	0.152784676	0.996596889	0.258982841	0.449379399	-6102	-8086	6977	-9506	340	-9828423491	-1499478731	-3688289878	440161472	-6745746772	10/7/1990	10/11/1994	1	1	231	233	7	5
T30244806	0.036860915	0.856133488	0.537164755	0.865618742	-1234	-8254	3820	4867	-4756	9261049425	-7631382275	-4715368951	-5723971368	6072905401	4/1/1988	4/20/1995	1	1	441	370	12	1
T30244807	0.619751565	0.812109738	0.174766403	0.953239613	-6503	9946	-1901	-2780	-6317	3029682976	8767202119	1168273796	8636397281	-5635884093	8/9/1983	7/24/1994	2	1	703	357	7	6
T30244808	0.108491449	0.311918993	0.739354701	0.962288965	-6771	-2792	-1848	-8131	6339	4123925406	6802182470	7635107656	6600670040	-9624256257	8/23/1989	11/9/1990	1	1	286	294	7	1
T30244809	0.474895024	0.883894687	0.40508492	0.478606569	-2700	-7028	-5671	-6716	-8741	-9998120742	1499900699	-6640346502	364292590	6099033945	7/4/1984	2/20/1988	1	2	360	708	4	1
T30244810	0.344333565	0.798766605	0.80010622	0.542272523	5854	-3065	2787	7075	-2716	-3826980730	-9954300674	2777098284	8340608707	-4395814118	6/16/1991	5/22/1988	2	1	704	535	6	1
T30244811	0.251785578	0.496681479	0.729367686	0.403221673	-4563	-9708	-7095	9119	-9434	-181271432	-1914170211	9609870673	8837368157	-2233885592	3/15/1990	8/8/1996	2	1	706	556	3	1
T30244812	0.280645652	0.343113503	0.626522005	0.824697531	995	7233	-7215	-6209	-6595	5802510840	-9922805438	-682058212	-4448027049	9506068684	4/9/1984	12/12/1994	4	1	815	376	1	9
T30244813	0.95002768	0.406417146	0.614685491	0.155183987	-8397	-4808	-8207	6823	-8992	-9825335188	4749257000	-2641893039	1897640262	1226188368	5/12/1984	4/13/1990	1	1	158	64	5	3
T30244814	0.581566594	0.52130863	0.207276913	0.681028811	-9559	7267	-8114	-6231	-2162	1865531207	6417787777	9254022295	6154644694	-9338272722	3/17/1997	3/8/1986	1	1	13	140	2	3
T30244815	0.201220876	0.748313963	0.444937455	0.22479027	-4753	-4674	-8950	-573	-3625	5233259408	4452273567	-1844630732	-3268402432	2066275677	11/11/1988	10/8/1991	6	1	901	375	1	1
T30244816	0.876543139	0.07335835	0.851208788	0.772530922	-1327	6964	-9962	-7383	-5207	8095283737	7573219929	-7947412623	7888920673	3590625448	10/29/1982	5/5/1992	1	1	348	457	1	8
T30244817	0.157337435	0.184047237	0.983885037	0.664256487	-2018	-7058	-313	9087	1839	-552601185	-7730218926	7067291779	-9404658980	7372041171	1/2/1981	11/18/1987	1	1	259	71	4	6
T30244818	0.021301628	0.007747693	0.791529404	0.617373186	3849	-220	-5243	-9932	-6370	5249293791	3355562915	4649618487	7008619732	-6626353531	12/5/1993	4/25/1990	1	1	328	561	1	10
T30244819	0.391847708	0.418226762	0.999405468	0.211058856	9382	5808	3385	-389	6039	1330396723	4593393068	-6556461693	2700492812	-1175988412	9/18/1989	2/22/1993	2	1	705	262	7	4
T30244820	0.539538221	0.144517993	0.108614171	0.117806302	5075	2287	9296	1324	3941	-2455309842	-2402875308	1884153388	-977023352	449239392	7/3/1989	7/24/1989	1	2	466	710	7	1
T30244821	0.305362043	0.294226989	0.636498548	0.307091315	540	3730	9900	-6266	7708	-7844995773	9128692382	8714533177	-9686321292	-6688025995	7/18/1986	11/30/1987	2	2	702	709	1	4
T30244822	0.151501534	0.49196998	0.208728935	0.495816914	-4787	-4209	6063	5145	-7874	903329104	-9880287498	8993466893	5908650515	7753898408	4/8/1990	11/3/1992	4	1	815	162	5	1
T30244823	0.075205181	0.249563516	0.811688848	0.453505278	-9796	7756	2664	-5148	-4571	-2258979581	-6597015783	-6225837506	577437108	-3829829670	2/15/1986	1/26/1996	1	1	18	274	5	11
T30244824	0.788827313	0.908808215	0.935785551	0.126184452	-3924	6275	626	5181	7874	-6799389612	8596678198	-6231405014	5080527566	6342631416	12/30/1985	3/23/1992	1	1	337	199	1	14
T30244825	0.300782929	0.805272509	0.113743573	0.880940423	3102	-4652	7046	-9850	6073	-9010389086	9542808109	1832566275	-4393043775	2209395663	5/18/1988	2/5/1988	1	1	476	65	1	4
T30244826	0.548267307	0.296166548	0.526949565	0.770626019	3078	-3962	3774	2895	-979	-5010204163	4880195951	6070411780	-1818209517	-7394763446	5/4/1987	12/17/1985	2	1	705	547	2	2
T30244827	0.110230062	0.401753361	0.36533185	0.561192243	321	-2791	-7367	4779	-9926	3553225976	-2430970547	4057230049	-4858495912	-8790907158	4/19/1983	7/7/1992	1	1	421	289	2	1
T30244828	0.701095402	0.902615358	0.680663863	0.965511605	7009	3468	3385	4998	8785	2873174167	-1049049938	-6316594434	-4662743374	-9521184008	9/1/1988	11/8/1988	1	6	297	901	11	1
T30244829	0.101585273	0.448642694	0.723727655	0.700209067	6515	4694	1701	5552	9957	3442965257	8893411842	-8440124888	-4246318342	-6382052410	9/14/1987	11/9/1992	1	1	394	258	10	1
T30244830	0.925278613	0.109493618	0.828850687	0.794390779	459	1145	6115	5475	4789	-2247031903	-9785043346	-4613922770	-6452268842	-5143001715	9/2/1982	12/29/1990	2	1	707	226	1	7
T30244831	0.484217095	0.764443009	0.393685912	0.205950684	-5866	-3825	-7657	-6064	8620	673778466	148902139	-6226946612	-4350227996	9559248001	7/11/1989	10/19/1986	1	1	4	483	1	1
T30244832	0.780181727	0.590726237	0.402782356	0.809134432	-4467	-3396	6573	4407	-286	1515526793	7804057666	9950956490	-770448069	-1076085113	2/18/1995	9/4/1985	1	2	107	706	1	1
T30244833	0.513792152	0.672536473	0.591156432	0.401050127	1367	9325	8618	2808	-4243	9688225073	6755103820	1399971781	6901624456	-9358264530	11/22/1987	11/26/1991	1	6	142	901	1	1
T30244834	0.116218916	0.817698517	0.180972017	0.397010001	-7762	5852	-3651	-3297	-6816	9819604528	-8561901966	-7450697186	3016012169	3740324115	9/14/1985	9/9/1986	1	1	455	91	5	4
T30244835	0.446059698	0.441840444	0.683119843	0.331239012	-2157	9446	7212	3160	-3020	2904634859	-2330271652	365168815	4241894598	8233857595	11/19/1988	10/29/1988	2	1	707	83	4	1
T30244836	0.004070777	0.479154599	0.781647931	0.061476028	4180	-3872	-6852	-24	3308	-7503899940	6390431691	1450422788	5354473467	4241350149	10/11/1991	6/4/1985	1	1	82	27	3	9
T30244837	0.535968422	0.66221775	0.656846728	0.054389205	6419	8405	684	5695	-7430	-5299755983	-9981584256	6340303319	6416718690	6713734670	2/13/1985	4/7/1989	1	1	357	197	9	5
T30244838	0.298539104	0.184878311	0.163154138	0.19528435	9354	5308	-7966	6645	6407	5598085506	-212726263	4471752697	1528187847	-8333005857	1/8/1992	11/16/1991	1	1	251	574	2	7
T30244839	0.065345214	0.607852977	0.909879789	0.04447309	-8674	3392	4698	-3200	6814	-1872575851	-5209688749	968387825	-5069999690	2267645824	8/18/1992	8/4/1990	1	1	412	59	16	11
T30244840	0.491193917	0.439602862	0.8099227	0.499061571	-2715	-9646	8913	-904	350	-2393665460	-1633139560	-9901635989	1986867158	-7457712463	11/16/1987	10/2/1990	1	1	382	33	1	1
T30244841	0.354360087	0.598762927	0.721679775	0.339848627	4097	1263	1606	8816	-9942	-894762965	-1504485422	-2772265506	4619495730	-599700893	2/12/1991	5/8/1993	1	1	463	470	1	9
T30244842	0.899944548	0.221617394	0.735895177	0.030652813	-9077	4087	-9064	5745	-9	-903678433	5093758067	-5290418011	4403810295	8217970850	7/3/1998	5/4/1991	2	1	708	318	21	1
T30244843	0.308967812	0.450185323	0.818235004	0.39506327	8793	216	-1185	-5756	-3935	7350882831	2369013076	-3545093855	-1854201285	-9791934355	6/13/1983	1/18/1994	1	1	336	191	21	1
T30244844	0.622294006	0.78790152	0.957809521	0.275481312	8583	6692	-8883	-8393	8375	2235277558	133232213	7341713292	3235505393	2135101757	10/16/1982	3/21/1994	1	2	310	710	2	1
T30244845	0.427355869	0.312316911	0.090445637	0.65177333	4099	-9196	8701	2698	3459	2448734101	9071159696	-1808226908	-949097179	2004622162	2/25/1991	7/20/1992	1	1	209	361	1	11
T30244846	0.991851479	0.453763582	0.416079155	0.100826868	-4115	5214	761	4297	1580	-6633995048	4116526832	5137709495	-6898818183	-8291716669	11/8/1990	8/23/1987	1	1	507	474	1	1
T30244847	0.74818367	0.331701791	0.027353833	0.611450013	-1031	-3895	3121	2550	-8428	5524682604	2438775959	3517561690	3046227249	-3888608394	6/19/1992	8/8/1993	1	1	290	550	1	1
T30244848	0.454132125	0.54246787	0.62147421	0.629746057	2482	7423	5448	-5481	-2219	894572482	2468770290	6970416054	-5777162040	-6992722111	10/28/1986	12/8/1984	1	1	279	457	11	2
T30244849	0.771960347	0.752145563	0.534146511	0.09679333	-4109	9679	-6483	5540	7981	9705540167	-1988330987	-6211079017	-7313210696	6525761916	1/5/1985	12/17/1989	1	1	456	468	1	1
